JOB_TITLE,WORKSITE_STATE,PW_WAGE_LEVEL,PREVAILING_WAGE
DATABASE ADMINISTRATOR,IL,Level II,"76,253.00"
BUSINESS INTELLIGENCE ARCHITECT,IA,Level III,"63,398.00"
PROJECT ENGINEER,FL,Level II,30.50
SOFTWARE ENGINEER,TX,Level II,"88,483.00"
SOFTWARE DEVELOPER,GA,Level III,50.38
SOFTWARE ENGINEER,TX,Level II,42.54
ASSISTANT PROFESSOR (DEPARTMENT OF ELECTRICAL AND COMPUTER E,MA,,"64,000.00"
BI ARCHITECT,KY,Level II,"67,038.00"
ETL DEVELOPER,VA,Level II,"93,933.00"
APPLICATIONS ENGINEER,MA,Level II,"87,402.00"
DIRECTOR; RISK ANALYSIS SENIOR MANAGER,NY,Level IV,"169,520.00"
"SOFTWARE QA ENGINEER, SENIOR",CA,Level II,"109,242.00"
APPLICATION DEVELOPER,PA,Level II,"87,610.00"
CHIEF FINANCIAL OFFICER,AZ,Level IV,"243,256.00"
PSYCHIATRIST,NY,Level II,74.63
APPLICATIONS QUALITY MANAGER,VA,Level III,"114,587.00"
SENIOR SOFTWARE ENGINEER,MA,Level IV,"122,283.00"
ADVISORY SENIOR ASSOCIATE,NY,Level II,"66,352.00"
PHYSICAL THERAPIST,TX,Level II,"82,077.00"
ULTRACHASE INC,CA,Level II,32.82
ASSISTANT PROFESSOR,TX,Level III,"116,667.00"
RESEARCH ANALYST,NY,Level II,"106,371.00"
SOFTWARE ENGINEER,DE,Level II,"66,560.00"
PROGRAM MANAGER 1615.42165,CA,Level II,"167,523.00"
"ADVISOR, DATA SCIENCE",MN,Level III,"94,058.00"
SENIOR MOBILE ENGINEER,CA,Level IV,"155,106.00"
"BSA, SR.",CA,Level IV,"118,851.00"
ACCOUNTANT 1615.42257,CA,Level III,"97,906.00"
CHIEF EXECUTIVE OFFICER,CA,Level I,"208,000.00"
IT SENIOR DEVELOPER,GA,Level III,"104,790.00"
FIELD APPLICATIONS ENGINEER,OR,Level III,"91,229.00"
PRINCIPAL I & C ENGINEER II  1892.856.13,LA,Level IV,"107,390.00"
FINANCIAL PLANNING & ACCOUNTING MANAGER,MA,Level III,"152,360.00"
SENIOR QA ANALYST,CA,Level IV,"101,982.00"
"LMTS, SOFTWARE ENGINEERING",CA,Level III,"147,597.00"
ADVISORY SENIOR CONSULTANT,FL,,"63,500.00"
SENIOR PRODUCT MANAGER,CA,Level II,"168,189.00"
COMPUTER SPECIALIST/SYSTEM SUPPORT AND DEVELOPMENT ADMIN 2,AL,Level II,"75,296.00"
FUNCTIONAL CONSULTANT,FL,Level II,"65,000.00"
"SR. ITS ASSOCIATE, REPORTING & ANALYTICS",NJ,Level II,"83,138.00"
POSTDOCTORAL FELLOW,MA,Level I,"42,120.00"
REGIONAL DIRECTOR OF CLINICAL APPEALS,CA,Level II,45.83
"MTS 1, SOFTWARE ENGINEER",CA,,"151,104.00"
LEAD DATABASE ANALYST,NY,Level III,"102,856.00"
DATA ENGINEER,CA,Level II,"121,077.00"
ASSOCIATE,MD,,"63,400.00"
PROCESS ENGINEER,AL,Level III,"75,088.00"
RESEARCH SCIENTIST,OH,Level II,"50,710.00"
PRINCIPAL CONSULTANT,TX,Level II,"91,915.00"
ASSISTANT DIRECTOR - PRINCIPAL SOFTWARE ENGINEER,NE,Level IV,"102,565.00"
POSTDOCTORAL FELLOW,TX,Level I,"38,646.00"
TAX MANAGER,VA,Level IV,"79,893.00"
"SENIOR ADVISOR, DATA SCIENCE",MA,Level IV,"91,270.00"
SOFTWARE ENGINEER II,CA,Level III,"125,112.00"
ASSISTANT PROFESSOR,TX,Level I,"41,820.00"
"SR. CONSULTANT, STRATEGIC PLANNING/EXECUTION",OH,Level IV,"103,834.00"
ADVISORY CONSULTANT,MA,Level I,"38,709.00"
DATA SCIENTIST,CA,Level II,"96,075.00"
"SOFTWARE ENGINEER 2, QUALITY",CA,,"101,614.00"
SENIOR QUANTITATIVE ANALYST,MA,Level IV,"138,861.00"
TECH LEAD,CA,,"128,400.00"
INDUSTRIAL ENGINEER,AL,Level II,"57,408.00"
MANAGER SOFTWARE ENGINEER,GA,Level III,"142,917.00"
SERVICES ARCHITECTURE EXPERT,GA,Level III,"90,397.00"
SOFTWARE ENGINEER,VA,Level I,35.03
SENIOR .NET DEVELOPER,MA,Level III,"103,501.00"
SOFTWARE DEVELOPMENT ENGINEER,MA,Level I,31.69
DATA ENGINEER,CA,Level II,"118,456.00"
SOFTWARE DEVELOPER,PA,Level II,"72,779.00"
ADVISORY DIRECTOR,NY,Level III,"199,139.00"
SOFTWARE DEVELOPER,NY,Level I,36.12
SOFTWARE DEVELOPER,CA,Level II,"109,242.00"
SOFTWARE DEVELOPER,TX,Level II,42.54
INFORMATICA DEVELOPER,CA,Level II,"91,395.00"
UI DEVELOPER,CA,Level III,"118,019.00"
SENIOR CONSULTANT,NC,Level III,"105,893.00"
"SOFTWARE DEVELOPER, APPLICATIONS II",OH,Level II,"87,693.00"
MANAGING CONSULTANT,IL,Level IV,"106,309.00"
SPECIALIST MASTER,FL,Level III,"95,160.00"
SOFTWARE DEVELOPMENT SPECIALIST,VA,,"114,006.00"
NURSE PRACTITIONER,IL,Level I,37.35
UX DEVELOPER,NY,Level II,"96,366.00"
"MANAGER III, SOFTWARE DEVELOPMENT",WA,Level III,"133,806.00"
SUPPORT ENGINEER,WA,Level I,"53,290.00"
MARKETING LEAD,GA,Level III,"66,248.00"
DESIGN VERIFICATION ENGINEER,WA,Level II,"109,678.00"
PROGRAM MANAGER,WA,Level I,"67,746.00"
DATA SCIENTIST,WA,Level II,"119,850.00"
SENIOR SOFTWARE DEVELOPMENT ENGINEER,WA,Level III,"133,806.00"
SOFTWARE ENGINEER,WA,Level II,"113,318.00"
SOLUTION SPECIALIST,MA,Level III,"78,374.00"
SOFTWARE ENGINEER,MA,Level II,"84,698.00"
SENIOR PROJECT MANAGER - US - PRACTITIONER,GA,Level IV,"108,555.00"
TECHNOLOGY LEAD - US,WA,Level II,"85,342.00"
TECHNOLOGY LEAD - US,WA,Level II,"85,342.00"
MANAGEMENT ANALYSTS,CA,Level II,"85,280.00"
ELECTRICAL ENGINEER,WA,Level II,"95,555.00"
"SOFTWARE DEVELOPERS, APPLICATIONS",NE,Level II,"75,504.00"
SENIOR CONSULTANT,NY,Level II,"87,506.00"
SENIOR SOFTWARE ENGINEER,WA,Level III,"133,806.00"
SENIOR PRODUCT MARKETING MANAGER,CA,Level III,"181,813.00"
"SOFTWARE DEVELOPER, APPLICATIONS",IN,Level II,"69,659.00"
SENIOR CONSULTANT,CA,Level II,"121,077.00"
"SOFTWARE DEVELOPER, APPLICATIONS",OR,Level II,"90,480.00"
SYSTEM ENGINEER,AZ,Level II,"72,301.00"
TECHNOLOGY LEAD - US,CA,Level II,46.52
"TECHNICAL LEAD, JAVA DEVELOPER",NY,Level IV,"138,861.00"
ETL  SOFTWARE DEVELOPER,OH,Level II,"85,925.00"
PRODUCT MANAGER,CA,Level III,"90,002.00"
DATA SCIENTIST,NY,,"121,686.00"
PROGRAM DIRECTOR,WA,Level IV,"79,539.00"
CONSULTANT,CA,Level I,"71,635.00"
SOLUTION SPECIALIST,FL,Level I,"61,922.00"
PROJECT DELIVERY SPECIALIST,IN,Level II,"74,485.00"
TECHNOLOGY LEAD - US,WA,Level II,"85,342.00"
MANUAL TEST LEAD,NY,Level I,"57,304.00"
LOGISTICIANS,VA,Level II,"82,805.00"
CONSULTANT,IL,Level I,"65,166.00"
SR. WEB ARCHITECT,NC,Level III,"105,893.00"
SPECIALIST SENIOR,MN,Level II,"98,488.00"
SAP HANA/BW DEVELOPER,PA,Level II,"87,610.00"
SENIOR SOFTWARE ENGINEER,TX,Level II,"93,538.00"
.NET PROGRAMMER,FL,Level II,"51,584.00"
DIRECTOR OF BUSINESS RELATIONS,MD,Level II,"50,856.00"
REAL ESTATE FINANCE MANAGER,NY,Level I,"116,854.00"
"SOFTWARE DEVELOPER, APPLICATIONS",MI,Level III,46.38
PROJECT MANAGER,AZ,Level II,"63,939.00"
TECHNICAL LEAD,TN,Level II,"62,982.00"
EDITOR,NY,Level I,"43,493.00"
"MANAGER, INTERNET MARKETING 1",WA,Level II,"128,190.00"
SR. SPECIALIST - TECHNOLOGY,NC,Level III,"105,893.00"
SENIOR DESIGNER,CA,Level IV,33.77
SENIOR CONSULTANT,CA,Level II,"99,320.00"
INSTRUCTOR,MD,Level I,"50,840.00"
SENIOR APPLICATION DEVELOPER,GA,Level II,"84,240.00"
QA LEAD,CA,Level I,"107,702.00"
DATA SCIENTIST,NY,Level II,"114,317.00"
INDUSTRIAL DESIGNER,WI,Level II,"54,059.00"
IT ARCHITECT,CA,Level IV,"148,803.00"
BUSINESS SYSTEMS ANALYSIS PRINCIPAL CONSULTANT,NC,,"91,208.00"
SYSTEMS ANALYST,NC,Level II,"71,115.00"
SYSTEMS ANALYST,NY,Level II,"93,642.00"
SPECIALIST MASTER,TX,Level III,"113,714.00"
SOFTWARE DEVELOPER,NJ,Level III,"113,256.00"
SENIOR NETWORK SYSTEMS ENGINEER,OH,Level III,"81,619.00"
SOFTWARE DEVELOPER SENIOR .NET,NC,Level III,"98,987.00"
SENIOR SOFTWARE ENGINEER,CA,Level IV,"174,117.00"
MANAGER,TX,Level III,"109,886.00"
"FACULTY - LECTURER,",RI,,"60,129.00"
PROGRAMMER/ DEVELOPER 3,MN,Level III,"89,773.00"
SOFTWARE DEVELOPER,FL,Level II,"72,966.00"
SOFTWARE ENGINEER III,AR,Level III,"90,917.00"
TIBCO DEVELOPER,OH,Level II,"87,693.00"
QUALITY ASSURANCE ANALYST,CA,Level II,"95,638.00"
SENIOR PROFESSIONAL PROGRAMMER ANALYST,KS,Level IV,"99,133.00"
PROGRAMMER ANALYST 4,AZ,Level IV,"114,650.00"
VASCULAR SURGEON,TN,Level II,"75,712.00"
DATA ENGINEER,NC,Level II,"88,670.00"
CLINICAL STATISTICAL ANALYST,MN,Level II,"81,370.00"
SOFTWARE ENGINEER III,NC,Level III,"105,893.00"
PEGA DEVELOPER,MI,Level II,"78,125.00"
SOFTWARE ENGINEER,NY,Level III,"84,386.00"
STAFF ENGINEER,CA,Level II,"91,686.00"
BILINGUAL SPEECH-LANGUAGE PATHOLOGIST,NY,Level I,30.05
QC CHEMIST II,NJ,Level II,"70,346.00"
DEVOPS ENGINEER,VA,Level II,"103,584.00"
SAP PO DEVELOPER,TN,Level IV,"105,685.00"
.NET DEVELOPER,TX,Level II,"91,915.00"
SOLUTIONS ARCHITECT III,VA,Level II,"93,933.00"
POSTDOCTORAL FELLOW,NY,Level I,"46,654.00"
JAVA DEVELOPER,MA,Level II,"84,698.00"
SOFTWARE/JAVA DEVELOPER,NC,Level II,"85,426.00"
PRODUCT ENGINEER,OR,Level III,"89,357.00"
SOFTWARE DEVELOPER,FL,Level II,"73,112.00"
SOFTWARE ENGINEER III,NC,Level II,"85,426.00"
SR. ANALYTICAL RESEARCH & DEVELOPMENT SCIENTIST,MO,Level III,"76,149.00"
USER EXPERIENCE ARCHITECT,CA,Level II,"95,638.00"
RESEARCH PROFESSIONAL,IL,Level I,"43,888.00"
SENIOR QUALITY ENGINEER,CA,Level III,"118,394.00"
APPLICATIONS SYSTEMS ENGINEER,NC,Level III,"80,101.00"
SENIOR SOFTWARE ENGINEER - FRONT END,CA,Level III,"132,184.00"
SOFTWARE DEVELOPER,WA,Level II,"113,318.00"
SENIOR MINING ENGINEER,AK,Level IV,"107,557.00"
SOFTWARE ENGINEER,TX,Level II,"85,467.00"
SENIOR BUSINESS ANALYST,VA,Level III,"114,982.00"
SOFTWARE ENGINEER,CA,Level I,"71,531.00"
SOFTWARE DEVELOPER,TX,Level II,"88,483.00"
"SR. SYSTEMS ENGINEER, UNIX",AZ,Level III,"85,218.00"
BI DEVELOPER,MD,Level III,"108,680.00"
SENIOR R&D SCIENTIST,TX,Level IV,"72,030.00"
ANALYTICS FELLOW,MA,Level II,"82,618.00"
NETWORK ENGINEER,VA,Level II,"60,133.00"
BUSINESS DEVELOPMENT & STRATEGIC PLANNER,MA,Level II,"120,307.00"
"CONSULTANT, STRATEGIC ANALYTICS",NJ,Level III,"80,829.00"
SOFTWARE ENGINEER,NY,Level II,"96,366.00"
SENIOR MANAGER JC45,TN,Level IV,"83,990.00"
SENIOR SYSTEMS ANALYST JC60,SC,Level II,"71,739.00"
MANAGER JC50,IL,Level III,"92,186.00"
MANAGER JC50,IL,Level III,"92,186.00"
SENIOR MANAGER JC45,NY,Level IV,"135,886.00"
SENIOR SYSTEMS ANALYST JC60,VT,Level II,"61,651.00"
DEVOPS ENGINEER,TX,Level II,"91,915.00"
SENIOR MANAGER JC45,NJ,Level IV,"135,886.00"
SENIOR MANAGER JC45,NJ,Level IV,"135,886.00"
SENIOR SYSTEMS ANALYST JC60,VA,Level II,"84,926.00"
MANAGER JC50,CA,Level III,"94,016.00"
MANAGER JC50,PA,Level III,"99,154.00"
MANAGER JC50,AZ,Level III,"89,523.00"
MANAGER JC50,MA,Level III,"91,125.00"
SENIOR MANAGER JC45,NJ,Level IV,"117,042.00"
STAFF INFORMATION SECURITY ENGINEER,CA,Level IV,"114,837.00"
DATA SCIENTIST,FL,Level IV,"58,302.00"
SOFTWARE DEVELOPER,FL,Level II,35.49
"MTS 1, SOFTWARE ENGINEER, QUALITY",CA,Level IV,"155,106.00"
LEAD DESIGN VERIFICATION ENGINEER,MA,Level III,"109,262.00"
ANALYTICS CONSULTANT,WA,Level II,"80,413.00"
.NET SOFTWARE DEVELOPER,VA,Level II,"93,933.00"
DATA SCIENTIST,CA,,"187,509.00"
PROJECT DELIVERY SPECIALIST,FL,Level II,"76,170.00"
TECHNOLOGY LEAD - US,CA,Level II,46.52
SENIOR CONSULTANT,NY,Level II,"96,366.00"
MANAGER,IL,Level III,"96,658.00"
APPLICATION PROGRAMMER,TX,Level II,"71,802.00"
FINANCIAL ANALYSTS,CA,Level I,"69,805.00"
INFORMATION SECURITY ANALYSTS,NJ,Level II,"104,208.00"
ACCOUNTANTS AND AUDITORS,NY,Level II,"79,934.00"
ELECTRICAL ENGINEER,IL,Level II,"62,254.00"
ACCOUNTANTS AND AUDITORS,NY,Level II,"79,934.00"
SENIOR CONSULTANT,MD,Level II,"102,648.00"
COMPUTER SYSTEMS ANALYSTS,TX,Level III,"97,864.00"
COMPUTER SYSTEMS ANALYSTS,TX,Level III,"97,864.00"
LOGISTICIANS,PA,Level II,"53,186.00"
SENIOR CONSULTANT,IL,Level II,"80,912.00"
IT PROJECT MANAGER,NY,Level II,"67,184.00"
SENIOR APPLICATION CONSULTANT,CA,Level II,"83,720.00"
MANAGER,CA,Level III,"147,597.00"
SENIOR CONSULTANT,CA,Level II,"109,242.00"
TECHNICAL LEAD,NJ,Level II,"70,346.00"
SENIOR CONSULTANT,PA,Level II,"87,610.00"
SENIOR CONSULTANT,SC,Level II,"71,510.00"
SENIOR CONSULTANT,DE,Level II,"86,466.00"
ADVISORY CONSULTANT,MD,Level II,"81,702.00"
SR. SOFTWARE ENGINEER,CO,Level II,"87,173.00"
STRATEGIC PLANNER,CA,,"164,755.00"
SENIOR SOFTWARE ENGINEER,MD,Level IV,"149,843.00"
VIDEO EDITOR,NY,Level I,20.57
DEVELOPER,MD,Level I,"79,061.00"
DATABASE ADMINISTRATOR,MD,Level II,"66,802.00"
POSTDOCTORAL RESEARCH ASSOCIATE,CT,Level I,"40,206.00"
"VICE PRESIDENT, TECHNOLOGY",GA,Level II,"171,517.00"
DEVOPS ENGINEER,MO,Level II,"85,925.00"
UI ENGINEER,UT,Level II,"80,330.00"
VISITING ASSOCIATE,MD,Level I,"43,472.00"
PHP DEVELOPER,NJ,Level III,"100,547.00"
DATABASE ADMINISTRATOR,NY,Level II,"74,963.00"
ENGINEER II,CA,Level II,"73,923.00"
"PROJECT LEAD, DATA POLICY",CA,Level IV,"85,238.00"
VMWARE ENGINEER,MO,Level II,"85,925.00"
SOFTWARE DEVELOPER,CT,Level II,39.47
SOFTWARE ENGINEER,AZ,Level II,39.07
POSTDOCTORAL ASSOCIATE,NJ,,"42,552.00"
DOT NET DEVELOPER,GA,Level II,"84,240.00"
APPLICATIONS CONSULTANT 3,IL,Level III,"96,325.00"
COMPUTER VISION AND IMAGE PROCESSING RESEARCH ENGINEER,UT,Level II,"91,686.00"
"APPLICATION PROGRAMMER (SOFTWARE DEVELOPER, APPLICATIONS)",NC,Level II,42.63
IT PROJECT MANAGER,FL,Level II,"65,832.00"
APPLICATIONS CONSULTANT 2,IL,Level II,"80,912.00"
DATABASE ADMINISTRATOR,GA,Level II,"77,501.00"
SOFTWARE DEVELOPER,AZ,Level II,"81,266.00"
SENIOR ASSOCIATE,FL,Level III,"75,442.00"
SOFTWARE ENGINEER,WA,Level I,"83,366.00"
TECHNICAL LEAD,NY,Level III,"102,856.00"
SR. ENGINEER,TX,Level II,"78,208.00"
SOFTWARE DEVELOPER,KS,Level II,"75,795.00"
SOFTWARE ENGINEER,NJ,Level II,"75,254.00"
SOFTWARE ENGINEER,IL,Level II,"69,888.00"
SENIOR SITE RELIABILITY ENGINEER,WA,Level IV,"138,778.00"
SOFTWARE ENGINEER,CA,Level III,"138,091.00"
RESEARCH SCIENTIST,NY,Level II,"50,731.00"
QA TESTER,NJ,Level II,35.79
SENIOR MANAGER JC45,PA,Level IV,"114,858.00"
SENIOR SYSTEMS ANALYST JC60,IL,Level II,"76,502.00"
SOFTWARE ENGINEER,TX,Level II,"93,538.00"
SENIOR SYSTEMS ANALYST JC60,RI,Level II,"84,490.00"
SENIOR SYSTEMS ANALYST JC60,CT,Level II,"82,909.00"
MANAGER JC50,CA,Level III,"118,019.00"
SENIOR SYSTEMS ANALYST JC60,VA,Level II,"79,498.00"
SENIOR SYSTEMS ANALYST JC60,AZ,Level II,"73,258.00"
SENIOR SYSTEMS ANALYST JC60,NY,Level II,"93,642.00"
MANAGER JC50,CT,Level III,"94,390.00"
MANAGER JC50,MA,Level III,"93,142.00"
MANAGER JC50,MA,Level III,"93,142.00"
SYSTEM ANALYST JC65,NJ,Level II,"83,138.00"
MANAGER JC50,PA,Level III,"99,154.00"
MANAGER JC50,IL,Level III,"89,461.00"
SENIOR SYSTEMS ANALYST JC60,CA,Level II,"102,898.00"
MANAGER JC50,NJ,Level III,"114,754.00"
MANAGER JC50,IL,Level III,"90,563.00"
MANAGER JC50,DE,Level III,"97,427.00"
MANAGER JC50,DE,Level III,"97,427.00"
SENIOR SYSTEMS ANALYST JC60,CO,Level II,"81,162.00"
SOFTWARE ENGINEER,PA,Level II,"87,610.00"
SENIOR SYSTEMS ANALYST JC60,CO,Level II,"81,162.00"
VISUAL DESIGNER,CA,Level II,"71,906.00"
SYSTEMS ANALYST JC65,TX,Level I,"63,814.00"
SENIOR MANAGER JC45,CA,Level IV,"141,856.00"
SENIOR SYSTEMS ANALYST JC60,IN,Level II,"71,240.00"
SOFTWARE ENGINEER,CA,Level II,"87,152.00"
SENIOR SYSTEMS ANALYST JC60,WI,Level II,"71,490.00"
SENIOR SYSTEMS ANALYST JC60,OH,Level II,"74,755.00"
MANAGER JC50,CA,Level III,"122,387.00"
SENIOR MANAGER JC45,NJ,Level IV,"117,042.00"
SYSTEMS ANALYST JC65,TX,Level I,"63,814.00"
SENIOR MANAGER JC45,MO,Level IV,"107,515.00"
ENTERPRISE ENGINEER,CA,,"164,567.00"
SENIOR BUSINESS ANALYST,NJ,Level III,"117,624.00"
SENIOR ASSOCIATE JC60 - NSS,CA,Level II,"73,549.00"
SYSTEM ANALYST JC65,CT,Level II,"82,909.00"
SYSTEM ANALYST JC65,OH,Level II,"74,755.00"
MANAGER JC50,NY,Level III,"114,754.00"
SENIOR MANAGER JC45,VA,Level IV,"119,954.00"
MANAGER JC50,IL,Level III,"90,563.00"
SYSTEM ANALYST JC65,IL,Level II,"76,502.00"
SENIOR SYSTEMS ANALYST JC60,NC,Level II,"78,978.00"
SOFTWARE ENGINEER,NY,Level II,"96,366.00"
ORACLE EBS SR. APPLICATION DEVELOPER,TX,Level III,"109,886.00"
MEMBER OF TECHNICAL STAFF,CA,Level IV,"155,106.00"
INFORMATICA DEVELOPER,CA,Level II,"87,152.00"
SR. SOFTWARE ENGINEER (JAVA),MI,Level IV,"122,470.00"
SYSTEMS ARCHITECT,TX,Level IV,55.24
SOFTWARE QA ENGINEER,CA,,"84,000.00"
POSTDOCTORAL FELLOW RESEARCH ASSOCIATE,PA,Level I,"56,618.00"
ARCHITECT,MN,Level II,"63,814.00"
UX DESIGNER,CA,Level IV,"86,528.00"
MATERIALS SCIENTIST MANAGER,KY,Level III,"67,621.00"
SENIOR QUALITY ENGINEER,AR,Level IV,"79,206.00"
SOFTWARE ENGINEER,AZ,Level II,"81,266.00"
FINANCIAL QUANTITATIVE ANALYSTS,NC,Level II,"65,416.00"
SOFTWARE ENGINEER,AZ,Level III,"97,968.00"
FINANCIAL QUANTITATIVE ANALYSTS,FL,Level II,"57,138.00"
RESEARCH ASSOCIATE,NY,Level I,26.33
BA ANALYST,NJ,Level II,"96,366.00"
SYSTEMS ANALYST,NJ,Level II,"93,642.00"
BUSINESS SYSTEMS ANALYST 2,MO,Level II,"77,667.00"
SENIOR CONSULTANT,IL,Level II,"80,912.00"
SENIOR CONSULTANT,NY,Level II,"84,698.00"
SENIOR SOFTWARE ENGINEER,CA,Level IV,"157,706.00"
SENIOR CONSULTANT,OH,Level II,"77,189.00"
SENIOR STORAGE ADMINISTRATOR,TX,Level II,"77,854.00"
SOFTWARE (DEVOPS) ENGINEER,WA,Level II,"113,318.00"
SENIOR CONSULTANT,CO,Level II,"87,173.00"
PROGRAM MANAGER,WA,Level II,"113,318.00"
SAP FUNCTIONAL EXPERT,CA,Level IV,"146,890.00"
SOFTWARE ENGINEER 1615.42209,CA,Level II,"109,242.00"
DATA ENGINEER,CA,Level II,"94,266.00"
SOFTWARE ENGINEER 1615.17858,CA,Level II,"109,242.00"
IOS DEVELOPER,MN,Level III,"94,058.00"
SENIOR SOFTWARE ENGINEER,CA,Level II,"121,077.00"
SOFTWARE ENGINEER 1615.42255,CA,Level II,"109,242.00"
"SOFTWARE ENGINEER, TOOLS AND INFRASTRUCTURE 1615.10584",WA,Level II,"113,318.00"
SENIOR JAVA DEVELOPER,CT,Level II,"93,600.00"
PRIMARY THERAPIST,MD,Level II,"43,805.00"
BUSINESS & INTEGRATION ARCHITECTURE ASSOCIATE MANAGER,MI,Level III,"84,490.00"
PRODUCT MARKETING MANAGER,NY,,"109,067.00"
RESEARCH INVESTIGATOR,TX,Level II,"48,568.00"
SOFTWARE ENGINEER,MA,Level II,"84,698.00"
SENIOR SOFTWARE DEVELOPMENT ENGINEER,MI,Level IV,"106,517.00"
SOFTWARE SYSTEMS ENGINEER,TX,Level II,"98,946.00"
"ASSOCIATE, SOFTWARE ENGINEERING",DE,Level II,"86,466.00"
"MTS 2, SOFTWARE ENGINEER",CA,Level IV,"155,106.00"
SALES ENGINEER,DC,Level II,"111,322.00"
SENIOR SOFTWARE ENGINEER,VA,Level IV,"136,053.00"
TECHNOLOGY LEAD - US,CT,Level II,36.98
ORACLE APPS DEVELOPER,KS,Level II,"75,795.00"
LEAD SOFTWARE ENGINEER,CA,Level III,"111,280.00"
SOFTWARE ENGINEER,CA,Level III,"141,898.00"
RESEARCH ASSOCIATE,TX,Level II,"33,550.00"
SENIOR PRODUCT MANAGER,CA,Level II,"167,523.00"
UNIX SYSTEMS ENGINEER III,AL,Level IV,"102,482.00"
SOFTWARE ENGINEER,CA,Level III,"147,597.00"
SOFTWARE ENGINEER,CA,Level III,"147,597.00"
REGULATORY COMPLIANCE MANAGER,NY,Level II,"112,403.00"
OCCUPATIONAL THERAPIST I,TX,Level II,"58,261.00"
GENERATOR ENGINEER,FL,Level I,32.14
SOFTWARE ENGINEER 2,NC,Level II,"88,670.00"
SENIOR SOFTWARE ENGINEER,CA,Level II,"121,077.00"
SOFTWARE ENGINEER,WA,Level II,"113,318.00"
PRINCIPAL SOFTWARE ENGINEER,WA,Level IV,"154,315.00"
INFORMATION SECURITY ANALYSTS,NY,Level II,"104,208.00"
SENIOR AIOPS SOLUTIONS CONSULTANT,CA,Level III,"147,597.00"
ENGINEER CONSULTANT,MD,Level II,"86,500.00"
SENIOR SOFTWARE ENGINEER,TX,Level III,"109,886.00"
SOLUTION SPECIALIST,FL,Level I,"61,922.00"
PRODUCT DESIGNER,MA,Level II,"84,698.00"
SOFTWARE ENGINEER,CA,Level II,"99,320.00"
SOFTWARE DEVELOPER,TX,Level II,"85,467.00"
PROJECT ARCHITECT,CA,Level II,"78,874.00"
HIGH SCHOOL MATH TEACHER,TX,Level II,"56,200.00"
SOFTWARE ENGINEER,MO,Level II,"85,925.00"
"STAFF ENGINEER, SOFTWARE",CA,Level IV,"147,950.00"
LEAD DEVELOPER,CA,Level III,"132,184.00"
SENIOR SOFTWARE ENGINEER,TX,Level II,"91,915.00"
SOFTWARE ENGINEER,PA,Level III,"95,326.00"
SOFTWARE DEVELOPER,IL,Level II,"80,912.00"
SENIOR SOFTWARE ENGINEER,CA,Level II,"121,077.00"
SR. SALESFORCE DEVELOPER,CA,Level III,"132,184.00"
TESTING ENGINEERING ADVISOR,VA,,"98,383.00"
IIS ADMINISTRATOR/ARCHITECT,PA,Level II,"62,400.00"
APPLICATION DEVELOPER,TX,Level II,"93,538.00"
"SENIOR MEMBER OF TECHNICAL STAFF, IC DESIGN",OR,Level III,"89,357.00"
PROGRAMMER/ANALYST ADVISOR,TN,Level IV,"98,010.00"
ETL TESTER,VA,Level II,"96,554.00"
POST-DOCTORAL RESEARCH FELLOW,MA,Level II,"50,731.00"
"INTERNATIONAL FINANCIAL ADVISOR, VP-WEALTH MANAGEMENT",NY,Level II,"121,118.00"
CENTER FOR BIOMEDICINE AND GENETICS  ASSOCIATE,CA,Level II,"52,749.00"
MEDICAL IMAGING DEEP LEARNING RESEARCH SCIENTIST,MD,Level III,"106,974.00"
TECHNICAL CONSULTANT,WA,Level II,"113,318.00"
SOFTWARE ENGINEER,TX,Level I,"77,189.00"
"DIRECTOR, WM USA RISK MANAGER",NJ,Level III,"137,946.00"
SOFTWARE ENGINEER,WA,Level IV,"154,315.00"
POST-DOCTORAL FELLOW,CO,Level I,"39,437.00"
UX SOFTWARE DEVELOPER,IL,Level III,"92,061.00"
SOFTWARE DEVELOPER,IL,Level II,"85,134.00"
UX DESIGNER,CA,Level IV,"86,528.00"
PROJECT DELIVERY MANAGER,CA,Level III,"102,690.00"
SR. APPLICATIONS DEVELOPER,CA,Level III,"125,112.00"
SENIOR SOFTWARE DEVELOPER,AZ,Level III,"97,968.00"
SOFTWARE DEV ENGINEER II,VA,,"110,344.00"
MANAGEMENT CONSULTANT,CT,Level II,"86,549.00"
MARKET RESEARCH ANALYST,NJ,Level II,"64,085.00"
SOFTWARE DEVELOPER,WA,Level II,"113,318.00"
SOFTWARE DEVELOPER,NY,Level II,"68,411.00"
SOFTWARE QUALITY ASSURANCE ENGINEER AND TESTER,NJ,Level II,"74,443.00"
LEAD PROGRAMMER ANALYST II,KY,Level III,36.54
TECHNOLOGY PROJECT MANAGER,WA,Level II,"74,048.00"
STAFF ACCOUNTANT,CA,Level I,"51,438.00"
ACCOUNT SERVICE ASSOCIATE DIRECTOR,FL,Level IV,"107,931.00"
GUIDEWIRE DEVELOPER (SOFTWARE DEVELOPER),TX,Level III,"105,435.00"
TRAINING AND DEVELOPMENT SPECIALIST,NJ,Level III,"73,070.00"
SENIOR ENGINEERING MANGER- PAYMENTS,CA,,"160,839.00"
APPLICATION MANAGEMENT SENIOR SPECIALIST,TX,,"100,880.00"
CIVIL DESIGNER,GA,Level I,"51,979.00"
