TITLE,STATE,LEVEL,WAGE
Software Engineer/Developer,VA,Level II,"93,933.00"
Software Engineer/Developer,VA,Level II,"93,933.00"
Software Engineer/Developer,IL,Level IV,"112,403.00"
Project Manager,AR,Level IV,"79,206.00"
Software Engineer/Developer,PA,Level III,"86,902.00"
Software Engineer/Developer,CA,Level III,"102,690.00"
Research Associate,CA,Level III,"111,280.00"
Technical Lead,WA,Level IV,"154,315.00"
Associate,MA,Level I,"53,997.00"
Software Engineer/Developer,CA,Level IV,"155,106.00"
Analyst,NJ,Level II,"66,144.00"
Research Associate,NC,Level I,"56,846.00"
Software Engineer/Developer,CA,Level III,"99,174.00"
Project Manager,CA,Level I,"66,997.00"
Research Associate,MA,Level I,"64,210.00"
Software Engineer/Developer,TN,Level II,"79,019.00"
Associate,MA,Level I,"50,627.00"
Software Engineer/Developer,CA,Level II,"109,242.00"
Software Engineer/Developer,FL,Level II,"73,882.00"
Software Engineer/Developer,CA,Level II,"109,242.00"
Research Associate,CA,Level II,"95,638.00"
Software Engineer/Developer,TN,Level II,"74,214.00"
Research Associate,FL,Level I,"45,614.00"
Software Engineer/Developer,GA,Level II,"84,240.00"
Manager,CA,Level II,"137,925.00"
Consultant,CA,Level II,"76,211.00"
Consultant,PA,Level II,"81,286.00"
Software Engineer/Developer,CA,Level II,"121,077.00"
Technical Lead,TX,Level II,"80,850.00"
Assistant Professor,OH,Level II,"61,430.00"
Software Engineer/Developer,SC,Level IV,"97,240.00"
Software Engineer/Developer,NE,Level II,"81,723.00"
Software Engineer/Developer,NE,Level IV,"92,352.00"
Project Manager,CA,Level III,"118,019.00"
Analyst,MI,Level I,"57,512.00"
Research Associate,WI,Level II,"65,021.00"
Manager,CA,Level III,"100,984.00"
Manager,OH,Level III,"97,926.00"
Manager,NJ,Level IV,"135,886.00"
Analyst,FL,Level II,"68,162.00"
Manager,TX,Level III,"97,864.00"
Manager,MD,Level III,"99,382.00"
Research Associate,CO,Level III,"103,938.00"
Software Engineer/Developer,FL,Level IV,"110,178.00"
Software Engineer/Developer,UT,Level III,"97,864.00"
Software Engineer/Developer,OH,Level II,"77,189.00"
Software Engineer/Developer,NH,Level I,"73,174.00"
Software Engineer/Developer,CA,Level II,"109,242.00"
Research Associate,NJ,Level II,"64,085.00"
Technical Lead,DE,Level II,"86,466.00"
Software Engineer/Developer,CA,Level II,"91,395.00"
Analyst,NY,Level II,"74,443.00"
Software Engineer/Developer,WI,Level III,"90,459.00"
Software Engineer/Developer,OH,Level II,"87,693.00"
Research Associate,NM,Level I,"50,274.00"
Project Manager,AZ,Level III,"89,523.00"
Technical Lead,IN,Level II,"71,240.00"
Software Engineer/Developer,GA,Level II,"63,378.00"
Consultant,MI,Level I,"60,861.00"
Software Engineer/Developer,OH,Level III,"66,352.00"
Manager,FL,Level III,"87,693.00"
Assistant Professor,NC,Level III,"100,963.00"
Research Associate,PA,Level III,"96,595.00"
Research Associate,NY,Level III,"74,110.00"
Consultant,NC,Level II,"88,670.00"
Manager,NY,Level III,"117,624.00"
Manager,TX,Level III,"105,435.00"
Software Engineer/Developer,TX,Level I,"77,189.00"
Manager,IL,Level III,"96,658.00"
Postdoctoral Fellow,TX,Level I,"38,646.00"
Consultant,PA,Level III,"106,475.00"
Architect,MN,Level II,"63,814.00"
Software Engineer/Developer,IA,Level II,"77,230.00"
Analyst,TX,Level II,"77,979.00"
Associate,CA,Level I,"55,536.00"
Technical Lead,TX,Level II,"88,088.00"
Software Engineer/Developer,OH,Level III,"78,728.00"
Analyst,NY,Level II,"74,443.00"
Project Manager,PA,Level II,"87,610.00"
Software Engineer/Developer,AR,Level II,"76,523.00"
Software Engineer/Developer,TX,Level II,"93,538.00"
Software Engineer/Developer,NY,Level II,"96,366.00"
Research Associate,IL,Level I,"41,163.00"
Software Engineer/Developer,GA,Level III,"104,790.00"
Project Manager,NY,Level I,"80,000.00"
Software Engineer/Developer,IL,Level II,"85,946.00"
Architect,GA,Level II,"84,240.00"
Analyst,NY,Level I,"61,235.00"
Analyst,CA,Level II,"82,950.00"
Software Engineer/Developer,FL,Level II,"76,357.00"
Software Engineer/Developer,CA,Level II,"109,242.00"
Project Manager,CA,Level III,"138,091.00"
Postdoctoral Fellow,PA,Level I,"46,883.00"
Postdoctoral Fellow,PA,Level I,"33,960.00"
Project Manager,CT,Level II,"90,459.00"
Analyst,CA,Level II,"84,406.00"
Software Engineer/Developer,CA,Level III,"132,184.00"
Software Engineer/Developer,OH,Level III,"64,896.00"
Analyst,MA,Level I,"53,934.00"
Software Engineer/Developer,TX,Level III,"72,176.00"
Software Engineer/Developer,NJ,Level II,"94,000.00"
Associate,MA,Level III,"88,171.00"
Software Engineer/Developer,CA,Level III,"111,280.00"
Software Engineer/Developer,CT,Level II,"75,483.00"
Analyst,CA,Level II,"96,762.00"
Software Engineer/Developer,MO,Level III,"100,880.00"
Consultant,IL,Level III,"79,581.00"
Software Engineer/Developer,OH,Level III,"91,936.00"
Software Engineer/Developer,CA,Level III,"132,184.00"
Software Engineer/Developer,MA,Level II,"84,698.00"
Consultant,NY,Level III,"137,030.00"
Software Engineer/Developer,MA,Level II,"101,005.00"
Software Engineer/Developer,CA,Level II,"103,064.00"
Analyst,CA,Level II,"85,280.00"
Software Engineer/Developer,IL,Level III,"96,658.00"
Research Associate,IL,Level I,"34,985.60"
Software Engineer/Developer,PA,Level III,"73,008.00"
Software Engineer/Developer,MN,Level II,"98,488.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Project Manager,CO,Level II,"135,013.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Associate,TX,Level II,"80,974.00"
Software Engineer/Developer,GA,Level II,"84,240.00"
Research Associate,OH,Level III,"49,275.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Project Manager,WA,Level II,"133,702.00"
Analyst,WA,Level I,"66,165.00"
Software Engineer/Developer,CA,Level II,"109,242.00"
Assistant Professor,IN,Level I,"63,630.00"
Consultant,WI,Level II,"57,117.00"
Architect,TX,Level III,"109,886.00"
Software Engineer/Developer,TX,Level II,"93,538.00"
Architect,NY,Level III,"59,322.00"
Consultant,CA,Level II,"109,242.00"
Software Engineer/Developer,TX,Level II,"80,974.00"
Analyst,NY,Level II,"93,642.00"
Software Engineer/Developer,MD,Level II,"102,648.00"
Research Associate,TX,Level II,"47,050.00"
Software Engineer/Developer,OH,Level II,"77,189.00"
Software Engineer/Developer,CA,Level II,"118,456.00"
Software Engineer/Developer,DC,Level II,"93,933.00"
Project Manager,NC,Level I,"71,053.00"
Software Engineer/Developer,TX,Level II,"85,467.00"
Manager,WA,Level III,"94,827.00"
Analyst,NY,Level I,"74,797.00"
Assistant Professor,NC,Level II,"55,250.00"
Technical Lead,CA,Level IV,"155,106.00"
Software Engineer/Developer,MI,Level II,"80,704.00"
Consultant,IA,Level I,"68,723.00"
Software Engineer/Developer,IL,Level III,"96,325.00"
Consultant,TX,Level I,"47,757.00"
Software Engineer/Developer,TX,Level III,"109,886.00"
Software Engineer/Developer,KS,Level III,"59,176.00"
Consultant,TX,Level I,"77,189.00"
Research Associate,MD,Level IV,"125,008.00"
Research Associate,CA,Level I,"36,608.00"
Consultant,VA,Level II,"84,282.00"
Software Engineer/Developer,GA,Level II,"84,240.00"
Software Engineer/Developer,NE,Level IV,"102,565.00"
Software Engineer/Developer,CA,Level II,"99,320.00"
Software Engineer/Developer,IL,Level III,"79,581.00"
Research Associate,CA,Level IV,"165,610.00"
Architect,FL,Level III,"91,645.00"
Assistant Professor,MD,Level III,"57,886.00"
Software Engineer/Developer,CA,Level II,"121,077.00"
Assistant Professor,KY,Level I,"43,180.00"
Software Engineer/Developer,MA,Level III,"103,501.00"
Analyst,NY,Level IV,"169,520.00"
Analyst,TX,Level I,"52,000.00"
Technical Lead,CA,Level IV,"95,077.00"
Research Associate,MA,Level IV,"70,429.00"
Consultant,PA,Level I,"58,864.00"
Software Engineer/Developer,CA,Level II,"109,242.00"
Software Engineer/Developer,CA,Level I,"86,320.00"
Assistant Professor,CA,Level I,"69,050.00"
Software Engineer/Developer,PA,Level I,"58,510.00"
Software Engineer/Developer,CA,Level III,"129,896.00"
Manager,NJ,Level II,"74,443.00"
Manager,CA,Level II,"95,638.00"
Consultant,MD,Level II,"101,712.00"
Manager,OK,Level II,"62,608.00"
Project Manager,MA,Level III,"94,931.00"
Consultant,PA,Level II,"79,165.00"
Consultant,PA,Level III,"83,886.00"
Software Engineer/Developer,TX,Level II,"85,467.00"
Software Engineer/Developer,NY,Level II,"96,366.00"
Consultant,IL,Level IV,"90,605.00"
Software Engineer/Developer,MN,Level II,"78,166.00"
Analyst,TX,Level II,"88,483.00"
Software Engineer/Developer,CA,Level IV,"174,117.00"
Software Engineer/Developer,NY,Level II,"96,366.00"
Architect,GA,Level IV,"117,000.00"
Software Engineer/Developer,NC,Level II,"83,699.00"
Software Engineer/Developer,MA,Level II,"112,923.00"
Research Associate,DC,Level III,"47,403.00"
Software Engineer/Developer,VA,Level II,"93,933.00"
Project Manager,NY,Level IV,"128,856.00"
Software Engineer/Developer,TX,Level II,"87,298.00"
Technical Lead,CA,Level II,"103,064.00"
Associate,DE,Level II,"86,466.00"
Assistant Professor,MO,Level II,"71,660.00"
Consultant,PA,Level II,"87,610.00"
Consultant,CT,Level II,"82,098.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,AR,Level II,"76,523.00"
Project Manager,CA,Level III,"181,813.00"
Software Engineer/Developer,IL,Level II,"85,946.00"
Software Engineer/Developer,TX,Level II,"93,538.00"
Software Engineer/Developer,TX,Level II,"80,000.00"
Software Engineer/Developer,MA,Level II,"86,570.00"
Consultant,VA,Level II,"88,837.00"
Technical Lead,CA,Level III,"122,221.00"
Manager,NJ,Level II,"87,464.00"
Project Manager,WA,Level I,"54,059.00"
Software Engineer/Developer,MN,Level IV,"109,928.00"
Software Engineer/Developer,NJ,Level II,"96,366.00"
Analyst,WA,Level II,"113,318.00"
Software Engineer/Developer,NC,Level II,"83,699.00"
Associate,NY,Level IV,"97,573.00"
Software Engineer/Developer,SC,Level III,"99,029.00"
Software Engineer/Developer,CA,Level II,"109,242.00"
Associate,DC,Level II,"139,402.00"
Technical Lead,NY,Level III,"117,624.00"
Project Manager,CA,Level III,"125,112.00"
Project Manager,WA,Level II,"74,048.00"
Software Engineer/Developer,GA,Level II,"84,240.00"
Software Engineer/Developer,TX,Level III,"110,032.00"
Technical Lead,PA,Level II,"87,610.00"
Analyst,CA,Level I,"71,510.00"
Technical Lead,TX,Level II,"134,818.00"
Software Engineer/Developer,MD,Level III,"82,202.00"
Software Engineer/Developer,CA,Level II,"70,845.00"
Analyst,NV,Level II,"70,990.00"
Software Engineer/Developer,GA,Level II,"84,240.00"
Technical Lead,NY,Level II,"79,664.00"
Consultant,NC,Level II,"63,544.00"
Project Manager,NM,Level IV,"84,490.00"
Accountant,KS,Level I,"42,765.00"
Consultant,NY,Level II,"80,912.00"
Software Engineer/Developer,OH,Level IV,"98,051.00"
Analyst,TN,Level II,"62,982.00"
Software Engineer/Developer,IA,Level IV,"104,645.00"
Software Engineer/Developer,NE,Level IV,"92,352.00"
Project Manager,CA,Level II,"160,035.00"
Project Manager,CA,Level III,"122,221.00"
Project Manager,OH,Level I,"68,744.00"
Consultant,DC,Level IV,"123,427.00"
Software Engineer/Developer,CA,Level IV,"174,117.00"
Software Engineer/Developer,CA,Level II,"109,242.00"
Technical Lead,AZ,Level II,"63,939.00"
Consultant,CA,Level II,"76,773.00"
Accountant,CA,Level II,"76,648.00"
Accountant,CA,Level II,"76,648.00"
Manager,NC,Level IV,"109,429.00"
Manager,NC,Level IV,"109,429.00"
Manager,NC,Level IV,"109,429.00"
Manager,IL,Level IV,"106,309.00"
Manager,IL,Level IV,"105,269.00"
Manager,NJ,Level III,"114,754.00"
Manager,PA,Level III,"98,654.00"
Manager,NJ,Level IV,"135,886.00"
Consultant,TX,Level II,"91,915.00"
Project Manager,FL,Level III,"96,658.00"
Manager,MI,Level III,"72,966.00"
Analyst,VA,Level II,"78,645.00"
Consultant,GA,Level II,"51,750.00"
Research Associate,CA,Level I,"50,627.00"
Project Manager,TX,Level III,"97,490.00"
Research Associate,CA,Level I,"45,885.00"
Analyst,NY,Level II,"94,640.00"
Analyst,NC,Level I,"61,173.00"
Analyst,CA,Level I,"58,802.00"
Project Manager,CA,Level II,"72,654.00"
Analyst,PA,Level I,"42,675.00"
Research Associate,CA,Level I,"41,579.00"
Software Engineer/Developer,NC,Level II,"87,859.00"
Software Engineer/Developer,FL,Level II,"79,602.00"
Software Engineer/Developer,NC,Level I,"67,933.00"
Technical Lead,NH,Level IV,"105,310.00"
Analyst,TX,Level II,"85,197.00"
Software Engineer/Developer,TN,Level I,"59,571.00"
Research Associate,LA,Level II,"57,782.00"
Software Engineer/Developer,NC,Level II,"79,331.00"
Software Engineer/Developer,CA,Level II,"108,805.00"
Software Engineer/Developer,CA,Level I,"66,518.00"
Project Manager,IN,Level I,"59,238.00"
Project Manager,UT,Level III,"123,178.00"
Project Manager,UT,Level III,"123,178.00"
Software Engineer/Developer,NJ,Level I,"70,221.00"
Research Associate,NC,Level I,"41,434.00"
Analyst,NC,Level I,"63,398.00"
Research Associate,CA,Level I,"53,498.00"
Analyst,DC,Level II,"82,326.00"
Project Manager,CA,Level I,"113,048.00"
Analyst,CA,Level III,"116,522.00"
Analyst,CA,Level II,"96,720.00"
Project Manager,IL,Level II,"68,141.00"
Software Engineer/Developer,CA,Level II,"110,864.00"
Analyst,CA,Level III,"116,522.00"
Software Engineer/Developer,MA,Level II,"87,859.00"
Analyst,CA,Level II,"96,720.00"
Project Manager,NY,Level II,"109,387.00"
Consultant,MO,Level III,"85,363.00"
Software Engineer/Developer,CA,Level III,"122,429.00"
Software Engineer/Developer,CA,Level II,"80,309.00"
Software Engineer/Developer,TX,Level II,"90,646.00"
Software Engineer/Developer,OR,Level II,"85,176.00"
Software Engineer/Developer,AL,Level II,"75,837.00"
Analyst,GA,Level II,"82,098.00"
Postdoctoral Fellow,OK,Level I,"42,016.00"
Software Engineer/Developer,MI,Level II,"65,645.00"
Software Engineer/Developer,NC,Level II,"74,027.00"
Software Engineer/Developer,WI,Level II,"72,093.00"
Software Engineer/Developer,TX,Level II,"90,646.00"
Software Engineer/Developer,CA,Level II,"110,864.00"
Analyst,CA,Level III,"116,522.00"
Software Engineer/Developer,CA,Level II,"110,864.00"
Software Engineer/Developer,CA,Level III,"138,528.00"
Software Engineer/Developer,FL,Level IV,"106,600.00"
Software Engineer/Developer,NY,Level II,"92,768.00"
Assistant Professor,TX,Level III,"101,790.00"
Software Engineer/Developer,CA,Level II,"110,864.00"
Technical Lead,AZ,Level I,"41,725.00"
Physical Therapist,TX,Level I,"53,040.00"
Manager,CA,Level II,"96,325.00"
Software Engineer/Developer,CA,Level I,"88,733.00"
Software Engineer/Developer,TX,Level I,"72,571.00"
Software Engineer/Developer,CA,Level II,"110,864.00"
Research Associate,OH,Level IV,"53,706.00"
Analyst,CA,Level II,"96,720.00"
Project Manager,FL,Level II,"57,824.00"
Project Manager,CA,Level IV,"164,674.00"
Software Engineer/Developer,NJ,Level I,"67,434.00"
Associate,NY,Level III,"114,026.00"
Postdoctoral Fellow,CA,Level I,"49,504.00"
Software Engineer/Developer,VA,Level II,"85,530.00"
Analyst,IL,Level III,"84,490.00"
Software Engineer/Developer,NJ,Level IV,"137,696.00"
Assistant Professor,AZ,Level I,"56,971.00"
Assistant Professor,IA,Level II,"79,537.00"
Accountant,CA,Level III,"126,755.00"
Consultant,PA,Level II,"81,286.00"
Architect,NY,Level I,"77,002.00"
Project Manager,CA,Level II,"136,864.00"
Consultant,CA,Level III,"102,482.00"
Consultant,GA,Level II,"84,240.00"
Software Engineer/Developer,IN,Level II,"74,485.00"
Architect,CO,Level III,"103,376.00"
Architect,VA,Level II,"93,933.00"
Software Engineer/Developer,CA,Level III,"122,221.00"
Software Engineer/Developer,AZ,Level II,"78,562.00"
Project Manager,GA,Level II,"84,240.00"
Consultant,CA,Level II,"109,242.00"
Accountant,TX,Level II,"67,538.00"
Project Manager,OR,Level III,"98,613.00"
Software Engineer/Developer,OR,Level II,"68,016.00"
Software Engineer/Developer,WA,Level III,"120,307.00"
Technical Lead,CA,Level II,"118,456.00"
Technical Lead,MD,Level II,"102,648.00"
Software Engineer/Developer,IL,Level II,"85,925.00"
Software Engineer/Developer,MO,Level IV,"115,794.00"
Project Manager,GA,Level IV,"73,840.00"
Software Engineer/Developer,CA,Level II,"109,242.00"
Project Manager,TX,Level II,"82,638.00"
Project Manager,CA,Level II,"109,242.00"
Research Associate,FL,Level II,"39,374.00"
Project Manager,MI,Level II,"117,666.00"
Analyst,NY,Level II,"106,371.00"
Associate,NY,Level II,"87,464.00"
Associate,NY,Level III,"117,624.00"
Project Manager,PA,Level I,"104,707.00"
Research Associate,CA,Level I,"59,093.00"
Software Engineer/Developer,VA,Level II,"103,584.00"
Consultant,WA,Level II,"74,048.00"
Software Engineer/Developer,TX,Level III,"110,032.00"
Analyst,OH,Level II,"62,442.00"
Software Engineer/Developer,NJ,Level IV,"132,766.00"
Software Engineer/Developer,MA,Level I,"65,915.00"
Research Associate,IL,Level II,"81,328.00"
Software Engineer/Developer,CA,Level II,"109,242.00"
Project Manager,WA,Level III,"94,640.00"
Software Engineer/Developer,NJ,Level III,"103,874.00"
Project Manager,GA,Level II,"72,301.00"
Software Engineer/Developer,MO,Level II,"75,795.00"
Accountant,NY,Level I,"47,341.00"
Manager,CA,Level III,"125,112.00"
Software Engineer/Developer,OH,Level II,"87,693.00"
Software Engineer/Developer,MI,Level I,"56,950.00"
Analyst,CO,Level II,"105,414.00"
Software Engineer/Developer,CA,Level IV,"133,307.00"
Project Manager,NJ,Level IV,"138,861.00"
Software Engineer/Developer,CA,Level III,"132,184.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,CA,Level II,"109,242.00"
Software Engineer/Developer,WA,Level III,"133,806.00"
Software Engineer/Developer,WA,Level II,"74,048.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
