JOB_TITLE,WORKSITE_STATE,PW_WAGE_LEVEL,PREVAILING_WAGE
SOFTWARE DEVELOPER,PA,Level II,"72,779.00"
ADVISORY DIRECTOR,NY,Level III,"199,139.00"
SOFTWARE DEVELOPER,CA,Level II,"109,242.00"
INFORMATICA DEVELOPER,CA,Level II,"91,395.00"
UI DEVELOPER,CA,Level III,"118,019.00"
SENIOR CONSULTANT,NC,Level III,"105,893.00"
"SOFTWARE DEVELOPER, APPLICATIONS II",OH,Level II,"87,693.00"
MANAGING CONSULTANT,IL,Level IV,"106,309.00"
SPECIALIST MASTER,FL,Level III,"95,160.00"
UX DEVELOPER,NY,Level II,"96,366.00"
"MANAGER III, SOFTWARE DEVELOPMENT",WA,Level III,"133,806.00"
SUPPORT ENGINEER,WA,Level I,"53,290.00"
MARKETING LEAD,GA,Level III,"66,248.00"
DESIGN VERIFICATION ENGINEER,WA,Level II,"109,678.00"
PROGRAM MANAGER,WA,Level I,"67,746.00"
DATA SCIENTIST,WA,Level II,"119,850.00"
SENIOR SOFTWARE DEVELOPMENT ENGINEER,WA,Level III,"133,806.00"
SOFTWARE ENGINEER,WA,Level II,"113,318.00"
SOLUTION SPECIALIST,MA,Level III,"78,374.00"
SOFTWARE ENGINEER,MA,Level II,"84,698.00"
SENIOR PROJECT MANAGER - US - PRACTITIONER,GA,Level IV,"108,555.00"
TECHNOLOGY LEAD - US,WA,Level II,"85,342.00"
TECHNOLOGY LEAD - US,WA,Level II,"85,342.00"
MANAGEMENT ANALYSTS,CA,Level II,"85,280.00"
ELECTRICAL ENGINEER,WA,Level II,"95,555.00"
"SOFTWARE DEVELOPERS, APPLICATIONS",NE,Level II,"75,504.00"
SENIOR CONSULTANT,NY,Level II,"87,506.00"
SENIOR SOFTWARE ENGINEER,WA,Level III,"133,806.00"
SENIOR PRODUCT MARKETING MANAGER,CA,Level III,"181,813.00"
"SOFTWARE DEVELOPER, APPLICATIONS",IN,Level II,"69,659.00"
SENIOR CONSULTANT,CA,Level II,"121,077.00"
"SOFTWARE DEVELOPER, APPLICATIONS",OR,Level II,"90,480.00"
SYSTEM ENGINEER,AZ,Level II,"72,301.00"
"TECHNICAL LEAD, JAVA DEVELOPER",NY,Level IV,"138,861.00"
ETL  SOFTWARE DEVELOPER,OH,Level II,"85,925.00"
PRODUCT MANAGER,CA,Level III,"90,002.00"
PROGRAM DIRECTOR,WA,Level IV,"79,539.00"
CONSULTANT,CA,Level I,"71,635.00"
SOLUTION SPECIALIST,FL,Level I,"61,922.00"
PROJECT DELIVERY SPECIALIST,IN,Level II,"74,485.00"
TECHNOLOGY LEAD - US,WA,Level II,"85,342.00"
MANUAL TEST LEAD,NY,Level I,"57,304.00"
LOGISTICIANS,VA,Level II,"82,805.00"
CONSULTANT,IL,Level I,"65,166.00"
SR. WEB ARCHITECT,NC,Level III,"105,893.00"
SPECIALIST SENIOR,MN,Level II,"98,488.00"
SAP HANA/BW DEVELOPER,PA,Level II,"87,610.00"
SENIOR SOFTWARE ENGINEER,TX,Level II,"93,538.00"
.NET PROGRAMMER,FL,Level II,"51,584.00"
DIRECTOR OF BUSINESS RELATIONS,MD,Level II,"50,856.00"
REAL ESTATE FINANCE MANAGER,NY,Level I,"116,854.00"
PROJECT MANAGER,AZ,Level II,"63,939.00"
TECHNICAL LEAD,TN,Level II,"62,982.00"
EDITOR,NY,Level I,"43,493.00"
"MANAGER, INTERNET MARKETING 1",WA,Level II,"128,190.00"
SR. SPECIALIST - TECHNOLOGY,NC,Level III,"105,893.00"
SENIOR CONSULTANT,CA,Level II,"99,320.00"
INSTRUCTOR,MD,Level I,"50,840.00"
SENIOR APPLICATION DEVELOPER,GA,Level II,"84,240.00"
QA LEAD,CA,Level I,"107,702.00"
DATA SCIENTIST,NY,Level II,"114,317.00"
INDUSTRIAL DESIGNER,WI,Level II,"54,059.00"
IT ARCHITECT,CA,Level IV,"148,803.00"
SYSTEMS ANALYST,NC,Level II,"71,115.00"
SYSTEMS ANALYST,NY,Level II,"93,642.00"
SPECIALIST MASTER,TX,Level III,"113,714.00"
SOFTWARE DEVELOPER,NJ,Level III,"113,256.00"
SENIOR NETWORK SYSTEMS ENGINEER,OH,Level III,"81,619.00"
SOFTWARE DEVELOPER SENIOR .NET,NC,Level III,"98,987.00"
SENIOR SOFTWARE ENGINEER,CA,Level IV,"174,117.00"
MANAGER,TX,Level III,"109,886.00"
PROGRAMMER/ DEVELOPER 3,MN,Level III,"89,773.00"
SOFTWARE DEVELOPER,FL,Level II,"72,966.00"
SOFTWARE ENGINEER III,AR,Level III,"90,917.00"
TIBCO DEVELOPER,OH,Level II,"87,693.00"
QUALITY ASSURANCE ANALYST,CA,Level II,"95,638.00"
SENIOR PROFESSIONAL PROGRAMMER ANALYST,KS,Level IV,"99,133.00"
PROGRAMMER ANALYST 4,AZ,Level IV,"114,650.00"
VASCULAR SURGEON,TN,Level II,"75,712.00"
DATA ENGINEER,NC,Level II,"88,670.00"
CLINICAL STATISTICAL ANALYST,MN,Level II,"81,370.00"
SOFTWARE ENGINEER III,NC,Level III,"105,893.00"
PEGA DEVELOPER,MI,Level II,"78,125.00"
SOFTWARE ENGINEER,NY,Level III,"84,386.00"
STAFF ENGINEER,CA,Level II,"91,686.00"
QC CHEMIST II,NJ,Level II,"70,346.00"
DEVOPS ENGINEER,VA,Level II,"103,584.00"
SAP PO DEVELOPER,TN,Level IV,"105,685.00"
.NET DEVELOPER,TX,Level II,"91,915.00"
SOLUTIONS ARCHITECT III,VA,Level II,"93,933.00"
POSTDOCTORAL FELLOW,NY,Level I,"46,654.00"
JAVA DEVELOPER,MA,Level II,"84,698.00"
SOFTWARE/JAVA DEVELOPER,NC,Level II,"85,426.00"
PRODUCT ENGINEER,OR,Level III,"89,357.00"
SOFTWARE DEVELOPER,FL,Level II,"73,112.00"
SOFTWARE ENGINEER III,NC,Level II,"85,426.00"
SR. ANALYTICAL RESEARCH & DEVELOPMENT SCIENTIST,MO,Level III,"76,149.00"
USER EXPERIENCE ARCHITECT,CA,Level II,"95,638.00"
RESEARCH PROFESSIONAL,IL,Level I,"43,888.00"
SENIOR QUALITY ENGINEER,CA,Level III,"118,394.00"
APPLICATIONS SYSTEMS ENGINEER,NC,Level III,"80,101.00"
SENIOR SOFTWARE ENGINEER - FRONT END,CA,Level III,"132,184.00"
SOFTWARE DEVELOPER,WA,Level II,"113,318.00"
SENIOR MINING ENGINEER,AK,Level IV,"107,557.00"
SOFTWARE ENGINEER,TX,Level II,"85,467.00"
SENIOR BUSINESS ANALYST,VA,Level III,"114,982.00"
SOFTWARE ENGINEER,CA,Level I,"71,531.00"
SOFTWARE DEVELOPER,TX,Level II,"88,483.00"
"SR. SYSTEMS ENGINEER, UNIX",AZ,Level III,"85,218.00"
BI DEVELOPER,MD,Level III,"108,680.00"
SENIOR R&D SCIENTIST,TX,Level IV,"72,030.00"
ANALYTICS FELLOW,MA,Level II,"82,618.00"
NETWORK ENGINEER,VA,Level II,"60,133.00"
BUSINESS DEVELOPMENT & STRATEGIC PLANNER,MA,Level II,"120,307.00"
"CONSULTANT, STRATEGIC ANALYTICS",NJ,Level III,"80,829.00"
SOFTWARE ENGINEER,NY,Level II,"96,366.00"
SENIOR MANAGER JC45,TN,Level IV,"83,990.00"
SENIOR SYSTEMS ANALYST JC60,SC,Level II,"71,739.00"
MANAGER JC50,IL,Level III,"92,186.00"
MANAGER JC50,IL,Level III,"92,186.00"
SENIOR MANAGER JC45,NY,Level IV,"135,886.00"
SENIOR SYSTEMS ANALYST JC60,VT,Level II,"61,651.00"
DEVOPS ENGINEER,TX,Level II,"91,915.00"
SENIOR MANAGER JC45,NJ,Level IV,"135,886.00"
SENIOR MANAGER JC45,NJ,Level IV,"135,886.00"
SENIOR SYSTEMS ANALYST JC60,VA,Level II,"84,926.00"
MANAGER JC50,CA,Level III,"94,016.00"
MANAGER JC50,PA,Level III,"99,154.00"
MANAGER JC50,AZ,Level III,"89,523.00"
MANAGER JC50,MA,Level III,"91,125.00"
SENIOR MANAGER JC45,NJ,Level IV,"117,042.00"
STAFF INFORMATION SECURITY ENGINEER,CA,Level IV,"114,837.00"
DATA SCIENTIST,FL,Level IV,"58,302.00"
"MTS 1, SOFTWARE ENGINEER, QUALITY",CA,Level IV,"155,106.00"
LEAD DESIGN VERIFICATION ENGINEER,MA,Level III,"109,262.00"
ANALYTICS CONSULTANT,WA,Level II,"80,413.00"
.NET SOFTWARE DEVELOPER,VA,Level II,"93,933.00"
PROJECT DELIVERY SPECIALIST,FL,Level II,"76,170.00"
SENIOR CONSULTANT,NY,Level II,"96,366.00"
MANAGER,IL,Level III,"96,658.00"
APPLICATION PROGRAMMER,TX,Level II,"71,802.00"
FINANCIAL ANALYSTS,CA,Level I,"69,805.00"
INFORMATION SECURITY ANALYSTS,NJ,Level II,"104,208.00"
ACCOUNTANTS AND AUDITORS,NY,Level II,"79,934.00"
ELECTRICAL ENGINEER,IL,Level II,"62,254.00"
ACCOUNTANTS AND AUDITORS,NY,Level II,"79,934.00"
SENIOR CONSULTANT,MD,Level II,"102,648.00"
COMPUTER SYSTEMS ANALYSTS,TX,Level III,"97,864.00"
COMPUTER SYSTEMS ANALYSTS,TX,Level III,"97,864.00"
LOGISTICIANS,PA,Level II,"53,186.00"
SENIOR CONSULTANT,IL,Level II,"80,912.00"
IT PROJECT MANAGER,NY,Level II,"67,184.00"
SENIOR APPLICATION CONSULTANT,CA,Level II,"83,720.00"
MANAGER,CA,Level III,"147,597.00"
SENIOR CONSULTANT,CA,Level II,"109,242.00"
TECHNICAL LEAD,NJ,Level II,"70,346.00"
SENIOR CONSULTANT,PA,Level II,"87,610.00"
SENIOR CONSULTANT,SC,Level II,"71,510.00"
SENIOR CONSULTANT,DE,Level II,"86,466.00"
ADVISORY CONSULTANT,MD,Level II,"81,702.00"
SR. SOFTWARE ENGINEER,CO,Level II,"87,173.00"
SENIOR SOFTWARE ENGINEER,MD,Level IV,"149,843.00"
DEVELOPER,MD,Level I,"79,061.00"
DATABASE ADMINISTRATOR,MD,Level II,"66,802.00"
POSTDOCTORAL RESEARCH ASSOCIATE,CT,Level I,"40,206.00"
"VICE PRESIDENT, TECHNOLOGY",GA,Level II,"171,517.00"
DEVOPS ENGINEER,MO,Level II,"85,925.00"
UI ENGINEER,UT,Level II,"80,330.00"
VISITING ASSOCIATE,MD,Level I,"43,472.00"
PHP DEVELOPER,NJ,Level III,"100,547.00"
DATABASE ADMINISTRATOR,NY,Level II,"74,963.00"
ENGINEER II,CA,Level II,"73,923.00"
"PROJECT LEAD, DATA POLICY",CA,Level IV,"85,238.00"
VMWARE ENGINEER,MO,Level II,"85,925.00"
DOT NET DEVELOPER,GA,Level II,"84,240.00"
APPLICATIONS CONSULTANT 3,IL,Level III,"96,325.00"
COMPUTER VISION AND IMAGE PROCESSING RESEARCH ENGINEER,UT,Level II,"91,686.00"
IT PROJECT MANAGER,FL,Level II,"65,832.00"
APPLICATIONS CONSULTANT 2,IL,Level II,"80,912.00"
DATABASE ADMINISTRATOR,GA,Level II,"77,501.00"
SOFTWARE DEVELOPER,AZ,Level II,"81,266.00"
SENIOR ASSOCIATE,FL,Level III,"75,442.00"
SOFTWARE ENGINEER,WA,Level I,"83,366.00"
TECHNICAL LEAD,NY,Level III,"102,856.00"
SR. ENGINEER,TX,Level II,"78,208.00"
SOFTWARE DEVELOPER,KS,Level II,"75,795.00"
SOFTWARE ENGINEER,NJ,Level II,"75,254.00"
SOFTWARE ENGINEER,IL,Level II,"69,888.00"
SENIOR SITE RELIABILITY ENGINEER,WA,Level IV,"138,778.00"
SOFTWARE ENGINEER,CA,Level III,"138,091.00"
RESEARCH SCIENTIST,NY,Level II,"50,731.00"
SENIOR MANAGER JC45,PA,Level IV,"114,858.00"
SENIOR SYSTEMS ANALYST JC60,IL,Level II,"76,502.00"
SOFTWARE ENGINEER,TX,Level II,"93,538.00"
SENIOR SYSTEMS ANALYST JC60,RI,Level II,"84,490.00"
SENIOR SYSTEMS ANALYST JC60,CT,Level II,"82,909.00"
MANAGER JC50,CA,Level III,"118,019.00"
SENIOR SYSTEMS ANALYST JC60,VA,Level II,"79,498.00"
SENIOR SYSTEMS ANALYST JC60,AZ,Level II,"73,258.00"
SENIOR SYSTEMS ANALYST JC60,NY,Level II,"93,642.00"
MANAGER JC50,CT,Level III,"94,390.00"
MANAGER JC50,MA,Level III,"93,142.00"
MANAGER JC50,MA,Level III,"93,142.00"
SYSTEM ANALYST JC65,NJ,Level II,"83,138.00"
MANAGER JC50,PA,Level III,"99,154.00"
MANAGER JC50,IL,Level III,"89,461.00"
SENIOR SYSTEMS ANALYST JC60,CA,Level II,"102,898.00"
MANAGER JC50,NJ,Level III,"114,754.00"
MANAGER JC50,IL,Level III,"90,563.00"
MANAGER JC50,DE,Level III,"97,427.00"
MANAGER JC50,DE,Level III,"97,427.00"
SENIOR SYSTEMS ANALYST JC60,CO,Level II,"81,162.00"
SOFTWARE ENGINEER,PA,Level II,"87,610.00"
SENIOR SYSTEMS ANALYST JC60,CO,Level II,"81,162.00"
VISUAL DESIGNER,CA,Level II,"71,906.00"
SYSTEMS ANALYST JC65,TX,Level I,"63,814.00"
SENIOR MANAGER JC45,CA,Level IV,"141,856.00"
SENIOR SYSTEMS ANALYST JC60,IN,Level II,"71,240.00"
SOFTWARE ENGINEER,CA,Level II,"87,152.00"
SENIOR SYSTEMS ANALYST JC60,WI,Level II,"71,490.00"
SENIOR SYSTEMS ANALYST JC60,OH,Level II,"74,755.00"
MANAGER JC50,CA,Level III,"122,387.00"
SENIOR MANAGER JC45,NJ,Level IV,"117,042.00"
SYSTEMS ANALYST JC65,TX,Level I,"63,814.00"
SENIOR MANAGER JC45,MO,Level IV,"107,515.00"
SENIOR BUSINESS ANALYST,NJ,Level III,"117,624.00"
SENIOR ASSOCIATE JC60 - NSS,CA,Level II,"73,549.00"
SYSTEM ANALYST JC65,CT,Level II,"82,909.00"
SYSTEM ANALYST JC65,OH,Level II,"74,755.00"
MANAGER JC50,NY,Level III,"114,754.00"
SENIOR MANAGER JC45,VA,Level IV,"119,954.00"
MANAGER JC50,IL,Level III,"90,563.00"
SYSTEM ANALYST JC65,IL,Level II,"76,502.00"
SENIOR SYSTEMS ANALYST JC60,NC,Level II,"78,978.00"
SOFTWARE ENGINEER,NY,Level II,"96,366.00"
ORACLE EBS SR. APPLICATION DEVELOPER,TX,Level III,"109,886.00"
MEMBER OF TECHNICAL STAFF,CA,Level IV,"155,106.00"
INFORMATICA DEVELOPER,CA,Level II,"87,152.00"
SR. SOFTWARE ENGINEER (JAVA),MI,Level IV,"122,470.00"
POSTDOCTORAL FELLOW RESEARCH ASSOCIATE,PA,Level I,"56,618.00"
ARCHITECT,MN,Level II,"63,814.00"
UX DESIGNER,CA,Level IV,"86,528.00"
MATERIALS SCIENTIST MANAGER,KY,Level III,"67,621.00"
SENIOR QUALITY ENGINEER,AR,Level IV,"79,206.00"
SOFTWARE ENGINEER,AZ,Level II,"81,266.00"
FINANCIAL QUANTITATIVE ANALYSTS,NC,Level II,"65,416.00"
SOFTWARE ENGINEER,AZ,Level III,"97,968.00"
FINANCIAL QUANTITATIVE ANALYSTS,FL,Level II,"57,138.00"
BA ANALYST,NJ,Level II,"96,366.00"
SYSTEMS ANALYST,NJ,Level II,"93,642.00"
BUSINESS SYSTEMS ANALYST 2,MO,Level II,"77,667.00"
SENIOR CONSULTANT,IL,Level II,"80,912.00"
SENIOR CONSULTANT,NY,Level II,"84,698.00"
SENIOR SOFTWARE ENGINEER,CA,Level IV,"157,706.00"
SENIOR CONSULTANT,OH,Level II,"77,189.00"
SENIOR STORAGE ADMINISTRATOR,TX,Level II,"77,854.00"
SOFTWARE (DEVOPS) ENGINEER,WA,Level II,"113,318.00"
SENIOR CONSULTANT,CO,Level II,"87,173.00"
PROGRAM MANAGER,WA,Level II,"113,318.00"
SAP FUNCTIONAL EXPERT,CA,Level IV,"146,890.00"
SOFTWARE ENGINEER 1615.42209,CA,Level II,"109,242.00"
DATA ENGINEER,CA,Level II,"94,266.00"
SOFTWARE ENGINEER 1615.17858,CA,Level II,"109,242.00"
IOS DEVELOPER,MN,Level III,"94,058.00"
SENIOR SOFTWARE ENGINEER,CA,Level II,"121,077.00"
SOFTWARE ENGINEER 1615.42255,CA,Level II,"109,242.00"
"SOFTWARE ENGINEER, TOOLS AND INFRASTRUCTURE 1615.10584",WA,Level II,"113,318.00"
SENIOR JAVA DEVELOPER,CT,Level II,"93,600.00"
PRIMARY THERAPIST,MD,Level II,"43,805.00"
BUSINESS & INTEGRATION ARCHITECTURE ASSOCIATE MANAGER,MI,Level III,"84,490.00"
RESEARCH INVESTIGATOR,TX,Level II,"48,568.00"
SOFTWARE ENGINEER,MA,Level II,"84,698.00"
SENIOR SOFTWARE DEVELOPMENT ENGINEER,MI,Level IV,"106,517.00"
SOFTWARE SYSTEMS ENGINEER,TX,Level II,"98,946.00"
"ASSOCIATE, SOFTWARE ENGINEERING",DE,Level II,"86,466.00"
"MTS 2, SOFTWARE ENGINEER",CA,Level IV,"155,106.00"
SALES ENGINEER,DC,Level II,"111,322.00"
SENIOR SOFTWARE ENGINEER,VA,Level IV,"136,053.00"
ORACLE APPS DEVELOPER,KS,Level II,"75,795.00"
LEAD SOFTWARE ENGINEER,CA,Level III,"111,280.00"
SOFTWARE ENGINEER,CA,Level III,"141,898.00"
RESEARCH ASSOCIATE,TX,Level II,"33,550.00"
SENIOR PRODUCT MANAGER,CA,Level II,"167,523.00"
UNIX SYSTEMS ENGINEER III,AL,Level IV,"102,482.00"
SOFTWARE ENGINEER,CA,Level III,"147,597.00"
SOFTWARE ENGINEER,CA,Level III,"147,597.00"
REGULATORY COMPLIANCE MANAGER,NY,Level II,"112,403.00"
OCCUPATIONAL THERAPIST I,TX,Level II,"58,261.00"
SOFTWARE ENGINEER 2,NC,Level II,"88,670.00"
SENIOR SOFTWARE ENGINEER,CA,Level II,"121,077.00"
SOFTWARE ENGINEER,WA,Level II,"113,318.00"
PRINCIPAL SOFTWARE ENGINEER,WA,Level IV,"154,315.00"
INFORMATION SECURITY ANALYSTS,NY,Level II,"104,208.00"
SENIOR AIOPS SOLUTIONS CONSULTANT,CA,Level III,"147,597.00"
ENGINEER CONSULTANT,MD,Level II,"86,500.00"
SENIOR SOFTWARE ENGINEER,TX,Level III,"109,886.00"
SOLUTION SPECIALIST,FL,Level I,"61,922.00"
PRODUCT DESIGNER,MA,Level II,"84,698.00"
SOFTWARE ENGINEER,CA,Level II,"99,320.00"
SOFTWARE DEVELOPER,TX,Level II,"85,467.00"
PROJECT ARCHITECT,CA,Level II,"78,874.00"
HIGH SCHOOL MATH TEACHER,TX,Level II,"56,200.00"
SOFTWARE ENGINEER,MO,Level II,"85,925.00"
"STAFF ENGINEER, SOFTWARE",CA,Level IV,"147,950.00"
LEAD DEVELOPER,CA,Level III,"132,184.00"
SENIOR SOFTWARE ENGINEER,TX,Level II,"91,915.00"
SOFTWARE ENGINEER,PA,Level III,"95,326.00"
SOFTWARE DEVELOPER,IL,Level II,"80,912.00"
SENIOR SOFTWARE ENGINEER,CA,Level II,"121,077.00"
SR. SALESFORCE DEVELOPER,CA,Level III,"132,184.00"
IIS ADMINISTRATOR/ARCHITECT,PA,Level II,"62,400.00"
APPLICATION DEVELOPER,TX,Level II,"93,538.00"
"SENIOR MEMBER OF TECHNICAL STAFF, IC DESIGN",OR,Level III,"89,357.00"
PROGRAMMER/ANALYST ADVISOR,TN,Level IV,"98,010.00"
ETL TESTER,VA,Level II,"96,554.00"
POST-DOCTORAL RESEARCH FELLOW,MA,Level II,"50,731.00"
"INTERNATIONAL FINANCIAL ADVISOR, VP-WEALTH MANAGEMENT",NY,Level II,"121,118.00"
CENTER FOR BIOMEDICINE AND GENETICS  ASSOCIATE,CA,Level II,"52,749.00"
MEDICAL IMAGING DEEP LEARNING RESEARCH SCIENTIST,MD,Level III,"106,974.00"
TECHNICAL CONSULTANT,WA,Level II,"113,318.00"
SOFTWARE ENGINEER,TX,Level I,"77,189.00"
"DIRECTOR, WM USA RISK MANAGER",NJ,Level III,"137,946.00"
SOFTWARE ENGINEER,WA,Level IV,"154,315.00"
POST-DOCTORAL FELLOW,CO,Level I,"39,437.00"
UX SOFTWARE DEVELOPER,IL,Level III,"92,061.00"
SOFTWARE DEVELOPER,IL,Level II,"85,134.00"
UX DESIGNER,CA,Level IV,"86,528.00"
PROJECT DELIVERY MANAGER,CA,Level III,"102,690.00"
SR. APPLICATIONS DEVELOPER,CA,Level III,"125,112.00"
SENIOR SOFTWARE DEVELOPER,AZ,Level III,"97,968.00"
MANAGEMENT CONSULTANT,CT,Level II,"86,549.00"
MARKET RESEARCH ANALYST,NJ,Level II,"64,085.00"
SOFTWARE DEVELOPER,WA,Level II,"113,318.00"
SOFTWARE DEVELOPER,NY,Level II,"68,411.00"
SOFTWARE QUALITY ASSURANCE ENGINEER AND TESTER,NJ,Level II,"74,443.00"
TECHNOLOGY PROJECT MANAGER,WA,Level II,"74,048.00"
STAFF ACCOUNTANT,CA,Level I,"51,438.00"
ACCOUNT SERVICE ASSOCIATE DIRECTOR,FL,Level IV,"107,931.00"
GUIDEWIRE DEVELOPER (SOFTWARE DEVELOPER),TX,Level III,"105,435.00"
TRAINING AND DEVELOPMENT SPECIALIST,NJ,Level III,"73,070.00"
CIVIL DESIGNER,GA,Level I,"51,979.00"
CHANGE LEADER,NY,Level III,"113,776.00"
BUSINESS ANALYST,CA,Level II,"83,408.00"
TECHNOLOGY LEAD - US - PRACTITIONER,AZ,Level II,"73,258.00"
TECHNOLOGY LEAD - US - PRACTITIONER,TX,Level II,"80,850.00"
SENIOR PROJECT MANAGER - US,NJ,Level IV,"123,843.00"
PROGRAMMER ANALYST - II,WA,Level II,"107,141.00"
TECHNOLOGY LEAD - US,IL,Level II,"78,229.00"
TECHNOLOGY LEAD - US,TX,Level II,"80,850.00"
CONSULTANT - US,NJ,Level II,"93,642.00"
TECHNOLOGY ARCHITECT - US,MO,Level III,"84,365.00"
PROGRAMMER ANALYST - II,WA,Level II,"107,141.00"
SENIOR DATA ARCHITECT,MA,Level IV,"138,902.00"
"SR. ENGINEER, SOFTWARE",CA,Level III,"121,118.00"
CONSULTANT - US,IL,Level II,"75,837.00"
COMPUTER SPECIALIST/SYSTEM SUPPORT AND DEVELOPMENT ADMIN 2,GA,Level II,"72,301.00"
COMPUTER SPECIALIST / TESTING AND QUALITY ANALYST 2,VA,Level II,"78,728.00"
COMPUTER PROGRAMMER / CONFIGURER 3,CA,Level III,"97,157.00"
COMPUTER PROGRAMMER / CONFIGURER 2,IL,Level II,"48,131.00"
SOFTWARE DEVELOPER,TX,Level II,"93,538.00"
PROJECT DELIVERY MANAGER,CT,Level III,"100,464.00"
SPECIALIST MASTER,FL,Level III,"107,411.00"
MASTER SOFTWARE ENGINEER- .NET,MD,Level III,"126,256.00"
SOFTWARE DEVELOPER,TX,Level II,"93,538.00"
SPECIALIST LEADER,TX,Level IV,"122,782.00"
MASTER SOFTWARE ENGINEER- .NET,MD,Level III,"126,256.00"
RF ENGINEER IV,VA,Level II,"97,739.00"
SENIOR DATABASE ENGINEER,GA,Level III,"104,790.00"
INDUSTRIAL DESIGNER,CA,Level IV,"100,090.00"
DIAGNOSTICS & LABORATORY RESEARCH SCIENTIST,MD,Level I,"68,578.00"
SYSTEMS ARCHITECT,NC,Level II,"85,426.00"
IT PROJECT MANAGER,MA,Level IV,"91,270.00"
CONSTRUCTION MANAGER,LA,Level III,"155,917.00"
ARCHITECTURAL DESIGNER,NY,Level IV,"68,182.00"
BIOINFORMATICS SCIENTIST,CA,Level IV,"83,450.00"
SOFTWARE APPLICATIONS ARCHITECT,NJ,Level III,"122,117.00"
SOFTWARE DEVELOPER APPLICATIONS,IL,Level III,"96,658.00"
PACKAGING ENGINEER,IL,Level III,"91,166.00"
SAP DEVELOPER,PA,Level IV,"108,160.00"
SALESFORCE ADMINISTRATOR,IN,Level III,"84,365.00"
TRADER,IL,Level I,"34,237.00"
MARKETING CONSULTANT,NJ,Level II,"64,085.00"
ASSOCIATE DENTIST,NJ,Level I,"100,818.00"
PROJECT DELIVERY SENIOR ANALYST,CO,Level I,"70,990.00"
TECHNICAL RECRUITER,CA,Level II,"68,224.00"
PRINCIPAL CONSULTANT,NY,Level II,"96,366.00"
APPLICATION ENGINEER,CA,Level II,"83,949.00"
SOFTWARE ENGINEER,CT,Level II,"86,299.00"
SYSTEMS ANALYST III,IL,Level III,"90,563.00"
SOLUTION ANALYST,FL,Level I,"61,922.00"
SOLUTION ANALYST,FL,Level I,"58,261.00"
ACCOUNTANTS AND AUDITORS,OH,Level II,"60,694.00"
HOSPITALIST PHYSICIAN,WI,Level II,"156,998.00"
TECHNICAL ARCHITECT,WI,Level III,"72,030.00"
SOFTWARE ENGINEER,CA,Level II,"109,242.00"
PROGRAM DIRECTOR,WA,Level IV,"64,334.00"
SR. SOFTWARE DEVELOPMENT ENGINEER IN TEST,CA,Level III,"132,184.00"
SYSTEMS ANALYST,MA,Level II,"78,666.00"
BARIATRIC SURGEON,TN,Level IV,"295,734.00"
DATA SCIENTIST,TN,Level II,"74,402.00"
"SOFTWARE ENGINEER, ADVANCED TECHNOLOGY",CA,Level II,"119,101.00"
ENGINEER R&D OPERATIONS,CA,Level II,"91,978.00"
SOFTWARE ENGINEER,CA,Level II,"87,152.00"
CSM BUSINESS ANALYST (BA),GA,Level II,"72,301.00"
SENIOR ARCHITECT,MN,Level III,"94,058.00"
SOFTWARE DEVELOPMENT ENGINEER I,WA,Level I,"92,810.00"
SOFTWARE DEVELOPMENT ENGINEER II,WA,Level II,"113,318.00"
SOFTWARE DEVELOPMENT ENGINEER II,CA,Level II,"109,242.00"
SOFTWARE DEVELOPMENT ENGINEER I,WA,Level I,"92,810.00"
SOFTWARE DEVELOPMENT ENGINEER II,WA,Level II,"113,318.00"
SOFTWARE DEVELOPMENT ENGINEER II-TEST,CA,Level II,"119,101.00"
GENERAL AND OPERATIONS MANAGERS,CO,Level II,"100,214.00"
TEST MANAGER,RI,Level IV,"97,635.00"
SOFTWARE APPLICATION DEVELOPER,MI,Level IV,"91,645.00"
FULL STACK DEVELOPER,NY,Level II,"96,366.00"
PROJECT ENGINEER,CA,Level II,"96,824.00"
ENOLOGIST (FOOD SCIENTIST/TECHNOLOGIST),CA,Level III,"70,595.00"
SOFTWARE ENGINEER,WA,Level II,"113,318.00"
STRUCTURAL DESIGNER,LA,Level II,"75,608.00"
SUPPORT ESCALATION ENGINEER,NC,Level II,"63,544.00"
SOFTWARE ENGINEER,WA,Level II,"113,318.00"
SOFTWARE ENGINEER,WA,Level II,"113,318.00"
PRINCIPAL SOFTWARE ENGINEER,CA,Level IV,"155,106.00"
PRINCIPAL SOFTWARE ENGINEERING MANAGER,WA,Level IV,"154,315.00"
SENIOR SOFTWARE ENGINEER,WA,Level III,"133,806.00"
SENIOR SOFTWARE ENGINEER,WA,Level III,"133,806.00"
SENIOR SOFTWARE ENGINEER,WA,Level III,"133,806.00"
SOFTWARE ENGINEER,WA,Level II,"113,318.00"
PROJECT MANAGER - US - PRACTITIONER,MN,Level III,"93,163.00"
LEAD CONSULTANT - US - PRACTITIONER,CA,Level III,"111,946.00"
TECHNICAL TEST LEAD - US,TX,Level II,"80,974.00"
SENIOR SAP BASIS ADMINISTRATOR,TX,Level III,"101,500.00"
TECHNICAL ARCHITECT,NC,Level II,"63,544.00"
TRANSPORTATION PLANNER 5,CA,Level IV,"93,725.00"
HRIS FUNCTIONAL SPECIALIST,GA,Level II,"73,944.00"
NETWORK AND COMPUTER SYSTEM ADMINISTRATOR,DC,Level II,"84,219.00"
